#"name, chrom, strand, txStart, txEnd, cdsStart, cdsEnd, exonCount, exonStarts, exonEnds, alternateName, cdsStartStat, cdsEndStat, exonFrames"														
#	"chrom"	"strand"	"txStart"	"txEnd"	"cdsStart"	"cdsEnd"	"exonCount"	"exonStarts"	"exonEnds"		"altName"	"cdsStartStat"	"cdsEndStat"	"exonframes"
"NM_198576"	"chr1"	"+"	945365	981355	945415	980224	36	"945365,947443,960519,965907,966415,966720,967198,968481,968780,969065,969351,969576,970403,970601,970975,971206,971402,971639,972062,972569,972815,973018,973254,974109,974478,974808,975145,975475,975669,975968,976495,976695,976970,978995,979690,980066,"	"945616,947705,960567,966123,966640,966945,967405,968700,968975,969266,969500,969682,970520,970766,971119,971331,971508,971978,972200,972697,972930,973138,973608,974302,974694,975038,975280,975572,975834,976080,976612,976888,977058,979220,979794,981355,"	0	"AGRN"	"cmpl"	"cmpl"	"0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,2,2,1,1,2,2,0,0,1,2,2,1,"
"NM_017891"	"chr1"	"-"	1007060	1041599	1008135	1016786	10	"1007060,1009595,1009723,1011120,1012381,1012744,1015595,1016714,1017233,1041302,"	"1008230,1009626,1009749,1011255,1012447,1012840,1015671,1016808,1017346,1041599,"	0	"C1orf159"	"cmpl"	"cmpl"	"1,0,1,1,1,1,0,0,-1,-1,"
"NM_001130045"	"chr1"	"+"	1099148	1123176	1104458	1123090	16	"1099148,1099527,1099666,1104431,1104899,1105276,1105725,1105973,1106983,1107603,1108118,1109162,1110211,1121842,1122335,1122680,"	"1099169,1099564,1099732,1104576,1104980,1105583,1105844,1106103,1107058,1107689,1108290,1109334,1110352,1121959,1122429,1123176,"	0	"TTLL10"	"cmpl"	"cmpl"	"-1,-1,-1,0,1,1,2,1,2,2,1,2,0,0,0,1,"
"NM_153254"	"chr1"	"+"	1104939	1111106	1105296	1110385	9	"1104939,1105276,1105725,1105973,1106983,1107603,1108118,1109162,1110211,"	"1105096,1105583,1105844,1106103,1107058,1107689,1108290,1109334,1111106,"	0	"TTLL10"	"cmpl"	"cmpl"	"-1,0,2,1,2,2,1,2,0,"
"NM_004195"	"chr1"	"-"	1128750	1131952	1129086	1131814	5	"1128750,1129276,1129641,1130612,1131627,"	"1129211,1129479,1129729,1130735,1131952,"	0	"TNFRSF18"	"cmpl"	"cmpl"	"1,2,1,1,0,"
"NM_148902"	"chr1"	"-"	1128750	1131952	1129086	1131814	5	"1128750,1129297,1129641,1130612,1131627,"	"1129211,1129479,1129729,1130735,1131952,"	0	"TNFRSF18"	"cmpl"	"cmpl"	"1,2,1,1,0,"
"NM_148901"	"chr1"	"-"	1128750	1131952	1128833	1131814	4	"1128750,1129641,1130612,1131627,"	"1129203,1129729,1130735,1131952,"	0	"TNFRSF18"	"cmpl"	"cmpl"	"2,1,1,0,"
"NM_003327"	"chr1"	"-"	1136568	1139375	1136797	1139370	7	"1136568,1136946,1137184,1137880,1138234,1138905,1139225,"	"1136868,1137075,1137381,1137947,1138336,1139028,1139375,"	0	"TNFRSF4"	"cmpl"	"cmpl"	"1,1,2,1,1,1,0,"
"NM_016547"	"chr1"	"-"	1142150	1157310	1142912	1154036	7	"1142150,1143700,1144011,1148486,1149074,1153710,1157134,"	"1143047,1143876,1144170,1148600,1149211,1154189,1157310,"	0	"SDF4"	"cmpl"	"cmpl"	"0,1,1,1,2,0,-1,"
"NM_016176"	"chr1"	"-"	1142150	1157310	1142754	1154036	7	"1142150,1143700,1144011,1148486,1149074,1153710,1157134,"	"1142931,1143876,1144170,1148600,1149211,1154189,1157310,"	0	"SDF4"	"cmpl"	"cmpl"	"0,1,1,1,2,0,-1,"
"NM_080605"	"chr1"	"+"	1157491	1160283	1157521	1158511	1	1157491	1160283	0	"B3GALT6"	"cmpl"	"cmpl"	0
"NM_001014980"	"chr1"	"-"	1167695	1171965	1167790	1171933	8	"1167695,1168077,1168304,1168686,1169196,1169433,1169623,1171756,"	"1167889,1168156,1168395,1168795,1169348,1169518,1169740,1171965,"	0	"FAM132A"	"cmpl"	"cmpl"	"0,2,1,0,1,0,0,0,"
"NM_058167"	"chr1"	"-"	1179154	1199097	1180445	1193235	7	"1179154,1181287,1182234,1182450,1188588,1193104,1198908,"	"1180730,1181368,1182373,1182553,1188629,1193235,1199097,"	0	"UBE2J2"	"cmpl"	"cmpl"	"0,0,2,1,2,0,-1,"
"NM_194315"	"chr1"	"-"	1179154	1199097	1180445	1193235	8	"1179154,1181287,1182234,1182450,1188588,1190025,1193104,1198908,"	"1180730,1181368,1182373,1182553,1188629,1190073,1193235,1199097,"	0	"UBE2J2"	"cmpl"	"cmpl"	"0,0,2,1,2,2,0,-1,"
"NM_194457"	"chr1"	"-"	1179154	1199097	1180445	1188604	6	"1179154,1181287,1182234,1182450,1188588,1198908,"	"1180730,1181368,1182373,1182553,1188629,1199097,"	0	"UBE2J2"	"cmpl"	"cmpl"	"0,0,2,1,0,-1,"
"NM_194458"	"chr1"	"-"	1179154	1199097	1180445	1188604	7	"1179154,1181287,1182234,1182450,1188588,1192975,1198908,"	"1180730,1181368,1182373,1182553,1188629,1193235,1199097,"	0	"UBE2J2"	"cmpl"	"cmpl"	"0,0,2,1,0,-1,-1,"
"NM_001130413"	"chr1"	"+"	1207351	1217272	1207501	1216853	15	"1207351,1209220,1210813,1211168,1212010,1212351,1212750,1212915,1213181,1215513,1215719,1215879,1216137,1216307,1216496,"	"1207558,1209333,1210907,1211521,1212218,1212542,1212839,1213079,1213280,1215631,1215798,1215937,1216196,1216383,1217272,"	0	"SCNN1D"	"cmpl"	"cmpl"	"0,0,2,0,2,0,2,1,0,0,1,2,0,2,0,"
"NM_002978"	"chr1"	"+"	1207438	1217272	1209267	1216853	14	"1207438,1209220,1211168,1212010,1212351,1212750,1212915,1213181,1215513,1215719,1215879,1216137,1216307,1216496,"	"1207558,1209333,1211521,1212218,1212542,1212839,1213079,1213280,1215631,1215798,1215937,1216196,1216383,1217272,"	0	"SCNN1D"	"cmpl"	"cmpl"	"-1,0,0,2,0,2,1,0,0,1,2,0,2,0,"
"NM_030649"	"chr1"	"-"	1218806	1228503	1218806	1228503	21	"1218806,1219065,1219332,1219644,1220689,1220978,1221257,1221453,1221667,1223064,1223255,1223612,1223809,1224587,1225073,1225215,1225400,1225751,1227230,1228164,1228404,"	"1218951,1219176,1219442,1219871,1220797,1221181,1221352,1221523,1221876,1223176,1223356,1223664,1223922,1224599,1225148,1225311,1225445,1225935,1227289,1228218,1228503,"	0	"ACAP3"	"cmpl"	"cmpl"	"2,2,0,1,1,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,"
"NM_153339"	"chr1"	"+"	1233856	1236920	1233886	1236622	8	"1233856,1234157,1234328,1234696,1234923,1235876,1236151,1236572,"	"1233963,1234215,1234516,1234846,1235094,1235931,1236314,1236920,"	0	"PUSL1"	"cmpl"	"cmpl"	"0,2,0,2,2,2,0,1,"
"NM_017871"	"chr1"	"-"	1236827	1249909	1237101	1249851	17	"1236827,1237260,1237468,1237682,1237835,1238029,1238277,1238751,1238974,1239543,1240066,1240646,1240762,1244538,1245698,1246238,1249823,"	"1237167,1237390,1237611,1237744,1237943,1238192,1238367,1238835,1239164,1239608,1240205,1240681,1240861,1244767,1245772,1246336,1249909,"	0	"CPSF3L"	"cmpl"	"cmpl"	"0,2,0,1,1,0,0,0,2,0,2,0,0,2,0,1,0,"
"NM_001029885"	"chr1"	"+"	1250005	1254139	1252153	1253006	3	"1250005,1252078,1252483,"	"1250345,1252275,1254139,"	0	"GLTPD1"	"cmpl"	"cmpl"	"-1,0,2,"
"NM_152228"	"chr1"	"+"	1256588	1259707	1256588	1259707	6	"1256588,1256880,1257266,1258163,1258501,1258748,"	"1256779,1257181,1258049,1258367,1258622,1259707,"	0	"TAS1R3"	"cmpl"	"cmpl"	"0,2,0,0,0,1,"
"NM_004421"	"chr1"	"-"	1260520	1274355	1261384	1274308	15	"1260520,1263219,1263511,1263764,1264604,1264824,1264978,1265280,1265489,1265652,1266909,1267295,1267605,1267931,1274138,"	"1261758,1263426,1263679,1263896,1264682,1264892,1265055,1265420,1265559,1265746,1267048,1267399,1267727,1268001,1274355,"	0	"DVL1"	"cmpl"	"cmpl"	"1,1,1,1,1,2,0,1,0,2,1,2,0,2,0,"
"NM_032348"	"chr1"	"-"	1277933	1283778	1278846	1283747	10	"1277933,1279090,1279272,1279435,1279596,1279924,1280486,1280692,1281923,1283698,"	"1278872,1279171,1279349,1279475,1279752,1280395,1280588,1280995,1281947,1283778,"	0	"MXRA8"	"cmpl"	"cmpl"	"1,1,2,1,1,1,1,1,1,0,"
"NM_001127229"	"chr1"	"-"	1298972	1300443	1299043	1299999	4	"1298972,1299242,1299947,1300239,"	"1299145,1299688,1300033,1300443,"	0	"AURKAIP1"	"cmpl"	"cmpl"	"0,1,0,-1,"
"NM_017900"	"chr1"	"-"	1298972	1300681	1299043	1299999	4	"1298972,1299242,1299947,1300396,"	"1299145,1299688,1300033,1300681,"	0	"AURKAIP1"	"cmpl"	"cmpl"	"0,1,0,-1,"
"NM_001127230"	"chr1"	"-"	1298973	1300425	1299043	1299999	4	"1298973,1299242,1299947,1300317,"	"1299145,1299688,1300033,1300425,"	0	"AURKAIP1"	"cmpl"	"cmpl"	"0,1,0,-1,"
"NM_030937"	"chr1"	"-"	1310953	1324553	1312473	1324549	11	"1310953,1313019,1313196,1315472,1315701,1316008,1318638,1320636,1323475,1323839,1324261,"	"1312825,1313112,1313308,1315614,1315806,1316108,1318703,1320757,1323585,1323914,1324553,"	0	"CCNL2"	"cmpl"	"cmpl"	"2,2,1,0,0,2,0,2,0,0,0,"
"NM_001039577"	"chr1"	"-"	1310953	1324552	1318024	1324549	13	"1310953,1313019,1313196,1313868,1314192,1315472,1315701,1316008,1318638,1320636,1323475,1323839,1324261,"	"1312825,1313112,1313308,1313986,1314290,1315614,1315806,1318046,1318703,1320757,1323585,1323914,1324552,"	0	"CCNL2"	"cmpl"	"cmpl"	"-1,-1,-1,-1,-1,-1,-1,2,0,2,0,0,0,"
"NM_017971"	"chr1"	"-"	1327138	1332556	1327325	1332460	4	"1327138,1331051,1332151,1332373,"	"1327499,1331129,1332262,1332556,"	0	"MRPL20"	"cmpl"	"cmpl"	"0,0,0,0,"
"NM_199121"	"chr1"	"+"	1360771	1366009	1364328	1365030	3	"1360771,1362564,1364323,"	"1361064,1362727,1366009,"	0	"VWA1"	"cmpl"	"cmpl"	"-1,-1,0,"
"NM_022834"	"chr1"	"+"	1360771	1366009	1360991	1365030	3	"1360771,1362169,1364323,"	"1361064,1362727,1366009,"	0	"VWA1"	"cmpl"	"cmpl"	"0,1,1,"
"NM_001039211"	"chr1"	"+"	1374931	1395401	1375926	1393773	12	"1374931,1377288,1377607,1379587,1380702,1381033,1381467,1382371,1384403,1385992,1387842,1393626,"	"1376001,1377365,1377677,1379743,1380762,1381159,1381592,1382423,1384474,1386160,1387951,1395401,"	0	"ATAD3C"	"cmpl"	"cmpl"	"0,0,2,0,0,0,0,2,0,2,2,0,"
"NM_031921"	"chr1"	"+"	1397026	1421445	1397127	1421060	16	"1397026,1402516,1403886,1404291,1406109,1407380,1407787,1410258,1411024,1411352,1411786,1413105,1414446,1415499,1415805,1420727,"	"1397332,1402593,1403988,1404351,1406179,1407546,1407857,1410414,1411081,1411478,1411911,1413157,1414517,1415667,1415914,1421445,"	0	"ATAD3B"	"cmpl"	"cmpl"	"0,1,0,0,0,1,2,0,0,0,0,2,0,2,2,0,"
"NM_018188"	"chr1"	"+"	1437417	1459927	1437511	1459315	16	"1437417,1441254,1442409,1442958,1444163,1445383,1445790,1447986,1448753,1449081,1449515,1450482,1451703,1452937,1454465,1459168,"	"1437716,1441331,1442655,1443018,1444233,1445549,1445860,1448142,1448810,1449207,1449640,1450534,1451774,1453105,1454574,1459927,"	0	"ATAD3A"	"cmpl"	"cmpl"	"0,1,0,0,0,1,2,0,0,0,0,2,0,2,2,0,"
"NM_001114748"	"chr1"	"-"	1460020	1465603	1460601	1465589	4	"1460020,1460831,1464926,1465532,"	"1460750,1461040,1465033,1465603,"	0	"C1orf70"	"cmpl"	"cmpl"	"1,2,0,0,"
"NM_014188"	"chr1"	"-"	1466915	1500125	1467308	1499800	5	"1466915,1469111,1470105,1490015,1499720,"	"1467410,1469230,1470245,1490159,1500125,"	0	"SSU72"	"cmpl"	"cmpl"	"0,1,2,2,0,"
"NM_080875"	"chr1"	"+"	1540746	1555848	1540873	1555773	20	"1540746,1541750,1548631,1549016,1550037,1550233,1550528,1550788,1551892,1552079,1552316,1552538,1552915,1553261,1553515,1553731,1554375,1554627,1554881,1555534,"	"1540876,1541857,1548942,1549188,1550144,1550428,1550671,1550896,1551997,1552242,1552450,1552687,1553072,1553422,1553642,1553965,1554554,1554809,1554947,1555848,"	0	"MIB2"	"cmpl"	"cmpl"	"0,0,2,1,2,1,1,0,0,0,1,0,2,0,2,0,0,2,1,1,"
"NM_006983"	"chr1"	"+"	1557422	1559893	1557460	1559864	8	"1557422,1558024,1558222,1558429,1558989,1559230,1559443,1559689,"	"1557616,1558155,1558362,1558597,1559154,1559341,1559570,1559893,"	0	"MMP23B"	"cmpl"	"cmpl"	"0,0,2,1,1,1,1,2,"
"NR_002946"	"chr1"	"+"	1558021	1559890	1559890	1559890	6	"1558021,1558429,1558989,1559230,1559443,1559689,"	"1558155,1558597,1559154,1559341,1559570,1559890,"	0	"MMP23A"	"unk"	"unk"	"-1,-1,-1,-1,-1,-1,"
"NM_033489"	"chr1"	"-"	1560962	1645635	1560988	1643895	21	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640626,1642894,1643886,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637777,1640754,1643010,1643933,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,1,2,0,0,-1,-1,"
"NM_033492"	"chr1"	"-"	1560962	1645635	1560988	1644117	20	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633726,1637775,1640754,1643010,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,0,2,0,0,-1,"
"NM_033487"	"chr1"	"-"	1560962	1645635	1560988	1567211	18	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1637644,1640626,1642894,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1637777,1640754,1643010,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,"
"NM_033486"	"chr1"	"-"	1560962	1645635	1560988	1644117	20	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640626,1642894,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637777,1640754,1643010,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,1,2,0,0,-1,"
"NM_033493"	"chr1"	"-"	1560962	1645635	1560988	1644117	20	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637775,1640754,1643010,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,0,2,0,0,-1,"
"NM_033488"	"chr1"	"-"	1560962	1645635	1560988	1643895	21	"1560962,1561161,1561557,1561906,1562121,1562305,1562632,1562986,1563724,1565500,1566271,1566885,1567129,1567609,1633562,1637644,1640657,1642894,1643886,1644006,1645565,"	"1561081,1561351,1561706,1562023,1562229,1562427,1562738,1563108,1563815,1565676,1566337,1567044,1567225,1567732,1633699,1637775,1640754,1643010,1643933,1644131,1645635,"	0	"CDC2L1"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,0,2,0,0,-1,-1,"
"NM_001110781"	"chr1"	"-"	1582801	1614103	1587083	1598001	9	"1582801,1589628,1590965,1591399,1592810,1596764,1597365,1597679,1613747,"	"1587321,1589774,1591038,1591453,1592931,1596892,1597501,1598148,1614103,"	0	"LOC728661"	"cmpl"	"cmpl"	"2,0,2,2,1,2,1,0,-1,"
"NR_002946"	"chr1"	"+"	1621237	1623107	1623107	1623107	6	"1621237,1621645,1622205,1622446,1622659,1622906,"	"1621371,1621813,1622370,1622557,1622786,1623107,"	0	"MMP23A"	"unk"	"unk"	"-1,-1,-1,-1,-1,-1,"
"NM_033529"	"chr1"	"-"	1624029	1645651	1624205	1644117	20	"1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626202,1626940,1628707,1629478,1630092,1630336,1630816,1633562,1637644,1640656,1642894,1644006,1645556,"	"1624298,1624568,1624923,1625239,1625445,1625643,1625954,1626324,1627031,1628883,1629544,1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,"	0	"CDC2L2"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,1,2,0,0,-1,"
"NM_024011"	"chr1"	"-"	1624029	1645651	1624205	1644117	20	"1624029,1624378,1624774,1625122,1625337,1625521,1625848,1626202,1626940,1628707,1629478,1630092,1630336,1630816,1633562,1637644,1640626,1642894,1644006,1645556,"	"1624298,1624568,1624923,1625239,1625445,1625643,1625954,1626324,1627031,1628883,1629544,1630251,1630432,1630939,1633699,1637777,1640754,1643010,1644130,1645651,"	0	"CDC2L2"	"cmpl"	"cmpl"	"0,2,0,0,0,1,0,1,0,1,1,1,1,1,2,1,2,0,0,-1,"
"NM_182838"	"chr1"	"-"	1653540	1667291	1653753	1660856	6	"1653540,1655988,1659619,1660220,1660534,1667022,"	"1653822,1656134,1659747,1660356,1661003,1667291,"	0	"SLC35E2"	"cmpl"	"cmpl"	"0,1,2,1,0,-1,"
"NM_023018"	"chr1"	"-"	1672530	1699769	1674202	1686705	12	"1672530,1674865,1675349,1675582,1675842,1676672,1677556,1677801,1678479,1683250,1686526,1699587,"	"1674359,1674948,1675507,1675682,1675997,1676775,1677642,1677907,1678609,1683334,1686745,1699769,"	0	"NADK"	"cmpl"	"cmpl"	"2,0,1,0,1,0,1,0,2,2,0,-1,"
"NM_002074"	"chr1"	"-"	1706588	1812355	1708629	1746752	12	"1706588,1708620,1710351,1711693,1714543,1725717,1727773,1737054,1739135,1746695,1760488,1812118,"	"1708352,1708736,1710568,1711895,1714610,1725880,1727837,1737161,1739174,1746798,1760537,1812355,"	0	"GNB1"	"cmpl"	"cmpl"	"-1,1,0,2,1,0,2,0,0,0,-1,-1,"
"NM_138705"	"chr1"	"+"	1836125	1838593	1836579	1838492	6	"1836125,1836983,1837739,1838050,1838272,1838445,"	"1836606,1837034,1837914,1838195,1838373,1838593,"	0	"CALML6"	"cmpl"	"cmpl"	"0,0,0,1,2,1,"
"NM_178545"	"chr1"	"-"	1838889	1840567	1839180	1840564	5	"1838889,1839551,1840191,1840343,1840480,"	"1839461,1839730,1840233,1840387,1840567,"	0	"TMEM52"	"cmpl"	"cmpl"	"1,2,2,0,0,"
"NM_001003808"	"chr1"	"-"	1843255	1849228	1843585	1847183	10	"1843255,1843887,1844283,1844665,1845073,1845689,1847081,1847526,1847755,1847950,"	"1843687,1844022,1844444,1844798,1845228,1845819,1847237,1847646,1847811,1849228,"	0	"C1orf222"	"cmpl"	"cmpl"	"0,0,1,0,1,0,0,-1,-1,-1,"
"NM_001080484"	"chr1"	"-"	1874611	1925136	1876876	1912255	18	"1874611,1877918,1880418,1881262,1885047,1886186,1887669,1889933,1891957,1893278,1894235,1895323,1906684,1908235,1909810,1910187,1912188,1924999,"	"1877149,1878083,1880508,1881329,1885166,1886360,1887825,1890132,1892115,1893381,1894346,1895497,1906789,1908334,1909954,1910272,1912274,1925136,"	0	"KIAA1751"	"cmpl"	"cmpl"	"0,0,0,2,0,0,0,2,0,2,2,2,2,2,2,1,0,-1,"
"NM_000815"	"chr1"	"+"	1940627	1952052	1940722	1951581	9	"1940627,1946240,1946632,1946816,1948875,1949453,1950409,1950849,1951281,"	"1940790,1946353,1946700,1947037,1948958,1949591,1950565,1951061,1952052,"	0	"GABRD"	"cmpl"	"cmpl"	"0,2,1,0,2,1,1,1,0,"
"NM_002744"	"chr1"	"+"	1971768	2106694	1971929	2106308	18	"1971768,1976739,1977782,1980839,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,"	"1972000,1976861,1977872,1980890,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,"	0	"PRKCZ"	"cmpl"	"cmpl"	"0,2,1,1,1,0,0,1,0,0,2,2,0,1,1,0,0,2,"
"NM_001033581"	"chr1"	"+"	1994945	2106694	2065637	2106308	15	"1994945,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,"	"1995228,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,"	0	"PRKCZ"	"cmpl"	"cmpl"	"-1,-1,0,0,1,0,0,2,2,0,1,1,0,0,2,"
"NM_001033582"	"chr1"	"+"	2026014	2106694	2065637	2106308	15	"2026014,2056560,2065508,2067325,2070170,2072088,2077293,2090816,2093353,2093599,2095195,2096052,2096522,2105881,2106220,"	"2026194,2056646,2065640,2067407,2070223,2072277,2077391,2090903,2093489,2093687,2095315,2096132,2096612,2105997,2106694,"	0	"PRKCZ"	"cmpl"	"cmpl"	"-1,-1,0,0,1,0,0,2,2,0,1,1,0,0,2,"
"NM_182533"	"chr1"	"-"	2110847	2116074	2111007	2116048	4	"2110847,2114937,2115296,2115986,"	"2111080,2115209,2115432,2116074,"	0	"C1orf86"	"cmpl"	"cmpl"	"2,0,2,0,"
"NM_003036"	"chr1"	"+"	2149993	2231416	2150065	2228064	7	"2149993,2224276,2224583,2225138,2225591,2227318,2227875,"	"2151034,2224402,2224699,2225401,2225884,2227549,2231416,"	0	"SKI"	"cmpl"	"cmpl"	"0,0,0,2,1,0,0,"
"NM_024848"	"chr1"	"-"	2242555	2312853	2242681	2312832	14	"2242555,2245395,2257767,2258015,2278730,2279890,2293779,2295759,2306276,2307105,2308717,2309537,2311223,2312756,"	"2242878,2245442,2257847,2258149,2278897,2280014,2293890,2295856,2306364,2307196,2308828,2309636,2311295,2312853,"	0	"MORN1"	"cmpl"	"cmpl"	"1,2,0,1,2,1,1,0,2,1,1,1,1,0,"
"NM_007033"	"chr1"	"+"	2313073	2326734	2317089	2324423	7	"2313073,2317082,2318414,2320713,2322155,2323505,2324333,"	"2313257,2317170,2318519,2320813,2322234,2323641,2326734,"	0	"RER1"	"cmpl"	"cmpl"	"-1,0,0,0,1,2,0,"
"NM_153818"	"chr1"	"-"	2326100	2333870	2327064	2333801	6	"2326100,2327782,2328018,2329750,2331669,2333689,"	"2327133,2327918,2328254,2330157,2331750,2333870,"	0	"PEX10"	"cmpl"	"cmpl"	"0,2,0,1,1,0,"
